name,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
Hyundai Verna CRDi,150000,70950,Diesel,Individual,Manual,Second Owner,17
Hyundai Xcent 1.1 CRDi Base,375000,72000,Diesel,Individual,Manual,First Owner,10
Maruti Swift VDI,390000,90000,Diesel,Individual,Manual,First Owner,12
Hyundai i20 Active 1.2 S,600000,10000,Petrol,Individual,Manual,First Owner,8
Maruti Alto 800 LXI,204999,25000,Petrol,Individual,Manual,Second Owner,11
Hyundai Verna CRDi,270000,80000,Diesel,Individual,Manual,Second Owner,16
Hyundai Grand i10 Sportz,375000,10000,Petrol,Individual,Manual,First Owner,8
Maruti Baleno Zeta,700000,1100,Petrol,Individual,Manual,First Owner,5
Maruti Swift VXI Deca,455000,40000,Petrol,Individual,Manual,First Owner,8
Hyundai i10 Sportz 1.1L,375000,10000,Petrol,Individual,Manual,First Owner,8
Hyundai Grand i10 Asta,341000,31491,Petrol,Individual,Manual,First Owner,11
Maruti Swift Dzire VDI,200000,107143,Diesel,Individual,Manual,Second Owner,11
Maruti Ignis 1.2 AMT Delta BSIV,450000,15000,Petrol,Individual,Automatic,First Owner,8
Hyundai Santro Xing GL Plus,170000,50000,Petrol,Individual,Manual,Second Owner,13
Toyota Innova Crysta 2.4 VX MT 8S BSIV,1900000,100000,Diesel,Individual,Manual,First Owner,8
Mahindra Bolero Power Plus LX,500000,60000,Diesel,Individual,Manual,First Owner,9
Maruti Vitara Brezza ZDi Plus,819999,85000,Diesel,Individual,Manual,First Owner,9
Maruti Swift 1.2 DLX,351000,40000,Petrol,Individual,Manual,Second Owner,11
Hyundai i10 Magna 1.2 iTech SE,195000,80000,Petrol,Individual,Manual,Second Owner,14
Maruti Swift Dzire VDi,250000,82000,Diesel,Individual,Manual,Second Owner,17
Maruti Zen Estilo 1.1 VXI BSIII,120000,70000,Petrol,Individual,Manual,Second Owner,17
Maruti A-Star Vxi,180000,70000,Petrol,Individual,Manual,Third Owner,16
Mahindra KUV 100 mFALCON D75 K6,430000,20000,Diesel,Individual,Manual,First Owner,9
Tata Nano Cx BSIV,75000,35000,Petrol,Individual,Manual,Second Owner,13
Mahindra Xylo D4,750000,80000,Diesel,Individual,Manual,First Owner,8
Tata Nano Lx,60000,40000,Petrol,Individual,Manual,First Owner,14
Toyota Innova 2.5 VX (Diesel) 8 Seater,1500000,46412,Diesel,Individual,Manual,First Owner,10
Mahindra Bolero SLX 2WD BSIII,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner,14
Mahindra TUV 300 T4,630000,50000,Diesel,Individual,Manual,First Owner,9
Tata Safari Storme VX Varicor 400,1085000,15000,Diesel,Individual,Manual,First Owner,7
Hyundai i10 Magna 1.2 iTech SE,190000,60000,Petrol,Individual,Manual,Second Owner,13
Maruti Baleno Delta Automatic,550000,25000,Petrol,Individual,Automatic,First Owner,7
Maruti Alto 800 LXI,200000,90000,Petrol,Individual,Manual,Third Owner,13
Chevrolet Spark 1.0 LT,165000,60000,Petrol,Individual,Manual,First Owner,14
Ford Figo Diesel Celebration Edition,260000,65000,Diesel,Individual,Manual,First Owner,12
Maruti Alto LX,151000,40000,Petrol,Individual,Manual,First Owner,14
Maruti Vitara Brezza VDi,780000,50000,Diesel,Individual,Manual,First Owner,7
Tata Indica Vista Quadrajet LX,175000,80000,Diesel,Individual,Manual,Third Owner,13
Tata Indica Vista TDI LS,170000,107500,Diesel,Dealer,Manual,First Owner,15
Tata Indica Vista TDI LS,210000,135000,Diesel,Dealer,Manual,Second Owner,12
Maruti Alto LXi,90000,43826,Petrol,Dealer,Manual,Second Owner,18
Hyundai i20 Active S Petrol,535000,55838,Petrol,Dealer,Manual,First Owner,9
Maruti Swift VDI BSIV,195000,112880,Diesel,Dealer,Manual,First Owner,18
Tata Indica Vista Terra Quadrajet 1.3L,140000,90000,Diesel,Individual,Manual,Third Owner,14
Nissan Sunny XL,350000,40000,Petrol,Individual,Manual,First Owner,13
Hyundai Verna 1.6 SX VTVT (O),425000,66000,Petrol,Individual,Manual,First Owner,12
Renault KWID 1.0 RXT Optional,300000,30300,Petrol,Individual,Manual,First Owner,8
Volkswagen Vento Diesel Style Limited Edition,340000,85000,Diesel,Individual,Manual,Second Owner,12
Maruti Swift Dzire VXi,250000,80659,Petrol,Dealer,Manual,First Owner,16
Chevrolet Aveo 1.4 LS,170000,81324,Petrol,Dealer,Manual,First Owner,17
Honda Amaze S i-Dtech,315000,127884,Diesel,Dealer,Manual,First Owner,12
Chevrolet Beat PS,200000,50000,Petrol,Individual,Manual,First Owner,10
Chevrolet Beat PS,300000,25000,Petrol,Individual,Manual,First Owner,9
Honda Amaze S i-Dtech,300000,66755,Diesel,Dealer,Manual,First Owner,10
Honda City E,380000,123084,Petrol,Dealer,Manual,First Owner,12
Maruti Swift VXI BSIII,250000,806599,Petrol,Dealer,Manual,First Owner,16
Honda Amaze S i-Dtech,310000,95851,Diesel,Dealer,Manual,First Owner,12
Maruti Wagon R VXI Minor ABS,260000,50000,Petrol,Individual,Manual,First Owner,15
Maruti Omni BSIII 8-STR W/ IMMOBILISER,150000,50000,Petrol,Individual,Manual,Second Owner,17
Maruti Esteem Vxi - BSIII,85000,60000,Petrol,Individual,Manual,Second Owner,19
Maruti Alto 800 LXI,280000,15000,Petrol,Individual,Manual,Second Owner,10
Mahindra Xylo H4 ABS,850000,40000,Diesel,Individual,Manual,First Owner,9
Datsun GO Plus T Option BSIV,375000,20000,Petrol,Individual,Manual,Second Owner,8
Hyundai Elantra CRDi (Leather Option),125000,120000,Diesel,Individual,Manual,Third Owner,19
Chevrolet Beat Diesel LT,250000,110000,Diesel,Individual,Manual,First Owner,13
Toyota Corolla Altis D-4D J,715000,234000,Diesel,Individual,Manual,First Owner,11
Hyundai i20 1.4 CRDi Era,220000,70000,Diesel,Individual,Manual,First Owner,14
Tata Indica Vista Aqua 1.3 Quadrajet,110000,110000,Diesel,Individual,Manual,Second Owner,15
Hyundai Verna XXi (Petrol),150000,84000,Petrol,Individual,Manual,Second Owner,18
Nissan Sunny Diesel XV,300000,170000,Diesel,Individual,Manual,First Owner,13
Datsun RediGO T Option,220000,40000,Petrol,Individual,Manual,First Owner,8
Maruti Wagon R LX,75000,96000,Petrol,Individual,Manual,Second Owner,19
Tata Indigo LS,100000,20000,Diesel,Individual,Manual,First Owner,16
Ford Figo Aspire 1.2 Ti-VCT Trend,380000,15000,Petrol,Individual,Manual,First Owner,9
Hyundai Santro Xing XK (Non-AC),100000,50000,Petrol,Individual,Manual,First Owner,18
Volkswagen Passat 1.8 TSI MT,480000,80000,Petrol,Individual,Manual,Second Owner,15
Toyota Etios GD,300000,124000,Diesel,Individual,Manual,First Owner,13
Chevrolet Beat Diesel LS,190000,70000,Diesel,Individual,Manual,First Owner,12
Ford Figo Diesel LXI,190000,130000,Diesel,Individual,Manual,Second Owner,13
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,650000,19014,Petrol,Dealer,Manual,First Owner,8
Toyota Corolla Executive (HE),300000,23262,Petrol,Dealer,Manual,First Owner,16
Ford Freestyle Titanium Diesel BSIV,700000,29600,Diesel,Dealer,Manual,First Owner,9
Hyundai i10 Sportz 1.1L,310000,35925,Petrol,Dealer,Manual,First Owner,10
Maruti Ignis 1.2 Zeta BSIV,500000,12000,Petrol,Individual,Manual,First Owner,7
Toyota Etios V,415000,40771,Petrol,Dealer,Manual,First Owner,12
Maruti Celerio VXI AT,395000,30500,Petrol,Dealer,Automatic,Second Owner,10
Toyota Etios Liva 1.2 G,430000,42000,Petrol,Dealer,Manual,Second Owner,11
Toyota Corolla H6,215000,55800,Petrol,Dealer,Manual,Second Owner,18
Renault Duster RXL AWD,550000,66569,Diesel,Dealer,Manual,First Owner,11
Volkswagen Polo 1.5 TDI Trendline,415000,81358,Diesel,Dealer,Manual,First Owner,11
Volkswagen Polo 1.5 TDI Comfortline,450000,82695,Diesel,Dealer,Manual,First Owner,10
Ford Figo Diesel EXI,285000,68293,Diesel,Dealer,Manual,Second Owner,11
Honda Jazz VX CVT,580000,32000,Petrol,Dealer,Automatic,First Owner,9
Maruti Swift Dzire Tour LDI,300000,190621,Diesel,Dealer,Manual,First Owner,11
Hyundai Verna CRDi 1.6 SX Option,1200000,60000,Diesel,Individual,Manual,First Owner,7
Maruti 800 Std MPFi,78000,64700,Petrol,Individual,Manual,First Owner,19
Tata Zest Quadrajet 1.3 75PS XE,400000,88470,Diesel,Individual,Manual,First Owner,9
Hyundai Verna 1.6 CRDI SX Option,850000,75000,Diesel,Individual,Manual,First Owner,9
Volkswagen Vento Diesel Highline,450000,120000,Diesel,Individual,Manual,Second Owner,12
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2500000,35000,Diesel,Individual,Automatic,First Owner,13
Toyota Etios 1.4 VXD,780000,70000,Diesel,Individual,Manual,First Owner,8
Toyota Fortuner 2.8 2WD AT BSIV,3200000,57000,Diesel,Individual,Automatic,First Owner,8
Maruti Alto 800 VXI,350000,1000,Petrol,Individual,Manual,First Owner,5
Mahindra Quanto C6,285000,120000,Diesel,Individual,Manual,Second Owner,12
Volkswagen Vento 1.5 TDI Highline,525000,98000,Diesel,Dealer,Manual,First Owner,10
Maruti Ciaz ZDi,550000,90000,Diesel,Dealer,Manual,Second Owner,11
Volkswagen Ameo 1.5 TDI Comfortline,580000,70000,Diesel,Individual,Manual,First Owner,7
Tata Nano CX SE,75000,25000,Petrol,Individual,Manual,Third Owner,12
Tata Manza Aura Quadrajet,185000,60000,Diesel,Individual,Manual,Third Owner,16
Maruti Omni E 8 Str STD,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner,18
Honda City 1.5 EXI,180000,200000,Petrol,Individual,Manual,Second Owner,21
Volkswagen Polo Diesel Comfortline 1.2L,350000,110000,Diesel,Individual,Manual,Second Owner,15
Chevrolet Optra 1.6 LS,60000,126000,Petrol,Individual,Manual,Second Owner,20
Mahindra TUV 300 T10,695000,70000,Diesel,Individual,Manual,First Owner,7
Mahindra Alturas G4 4X2 AT BSIV,2700000,5000,Diesel,Individual,Automatic,First Owner,6
Maruti Zen Estilo LX BSIII,135000,74183,Petrol,Individual,Manual,Second Owner,18
Mahindra Bolero Power Plus Plus AC BSIV PS,640000,70000,Diesel,Individual,Manual,Second Owner,10
Maruti Alto 800 VXI,160000,90000,Petrol,Individual,Manual,First Owner,11
Tata Indica LXI,80000,46000,Petrol,Individual,Manual,Second Owner,21
Maruti Swift Dzire VDI,340000,110000,Diesel,Individual,Manual,Second Owner,12
Maruti Ritz VDi,110000,80000,Diesel,Individual,Manual,Second Owner,13
Tata Sumo Gold EX,250000,90000,Diesel,Individual,Manual,Second Owner,12
Toyota Innova Crysta 2.4 VX MT BSIV,1300000,70000,Diesel,Individual,Manual,First Owner,8
Mahindra Quanto C6,250000,1,Diesel,Individual,Manual,Second Owner,11
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,450000,192000,Diesel,Individual,Manual,First Owner,16
Maruti Wagon R LX Minor,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner,12
Mahindra Bolero DI DX 7 Seater,225000,120000,Diesel,Individual,Manual,Second Owner,18
Maruti Wagon R VXI Optional,275000,60000,Petrol,Individual,Manual,Second Owner,10
Tata Sumo Victa CX 7/9 Str BSII,320000,120000,Diesel,Individual,Manual,Second Owner,13
Maruti Alto LX BSIII,75000,120000,Petrol,Individual,Manual,First Owner,17
Tata Indica GLS BS IV,85000,50000,Petrol,Individual,Manual,Second Owner,18
Tata Indica Vista Aqua TDI BSIII,90000,120000,Diesel,Individual,Manual,First Owner,16
Maruti Wagon R LXI Minor,85000,80000,Petrol,Individual,Manual,Second Owner,18
Mahindra Scorpio M2DI,350000,80000,Diesel,Individual,Manual,Second Owner,17
Skoda Superb Elegance 2.0 TDI CR AT,355000,100000,Diesel,Individual,Automatic,Second Owner,16
Maruti Swift VXI,619000,1500,Petrol,Individual,Manual,First Owner,5
Jeep Compass 2.0 Longitude Option BSIV,1700000,50000,Diesel,Individual,Manual,First Owner,7
Tata Indica DL,55000,100000,Diesel,Individual,Manual,Second Owner,19
Ford Fiesta 1.6 ZXi Leather,95000,83411,Petrol,Individual,Manual,First Owner,19
Volkswagen Vento Diesel Highline,300000,120000,Diesel,Individual,Manual,Second Owner,14
Ford Fiesta 1.6 ZXi Leather,81000,83411,Petrol,Individual,Manual,First Owner,19
Skoda Superb Elegance 2.0 TDI CR AT,1000000,80000,Diesel,Individual,Automatic,Second Owner,10
Maruti Ertiga VDI,925000,50000,Diesel,Individual,Manual,First Owner,6
Mahindra Bolero Power Plus Plus AC BSIV PS,450000,40000,Diesel,Individual,Manual,First Owner,10
Mahindra Scorpio EX,600000,13270,Diesel,Individual,Manual,First Owner,11
Hyundai Santro Xing XL AT eRLX Euro III,85000,100000,Petrol,Individual,Automatic,Third Owner,19
Mahindra Thar DI 4X4 PS,700000,50000,Diesel,Individual,Manual,First Owner,9
Hyundai Grand i10 1.2 Kappa Magna BSIV,486000,26500,Petrol,Individual,Manual,First Owner,8
Maruti Swift VDI,400000,90000,Diesel,Individual,Manual,First Owner,12
Ford Fiesta 1.4 Duratec ZXI,120000,100000,Petrol,Individual,Manual,Third Owner,17
Maruti Alto 800 LXI,275000,35000,Petrol,Individual,Manual,First Owner,7
Hyundai i20 Asta Option 1.4 CRDi,580000,57000,Diesel,Individual,Manual,First Owner,9
Maruti Swift Dzire LXI,375000,70000,Petrol,Individual,Manual,First Owner,10
Maruti Wagon R VXI BS IV with ABS,229999,100000,Petrol,Individual,Manual,Third Owner,10
Maruti Alto LX,110000,88000,Petrol,Individual,Manual,Second Owner,15
Maruti Swift Dzire VDI,600000,60000,Diesel,Individual,Manual,First Owner,8
Maruti A-Star Vxi,120000,76000,Petrol,Individual,Manual,Second Owner,16
Ford Figo Diesel Titanium,200000,100000,Diesel,Individual,Manual,Second Owner,15
Hyundai Verna 1.6 SX CRDi (O),450000,110000,Diesel,Individual,Manual,Second Owner,13
Hyundai Verna 1.6 SX CRDi (O),550000,80000,Diesel,Individual,Manual,Second Owner,13
Maruti Alto LX,220000,80000,Petrol,Individual,Manual,Second Owner,13
Maruti 800 EX,40000,30000,Petrol,Individual,Manual,First Owner,24
Renault KWID Climber 1.0 AMT,300000,20000,Petrol,Individual,Automatic,First Owner,8
Mahindra Bolero Power Plus SLE,630000,40000,Diesel,Individual,Manual,First Owner,7
Maruti Swift Dzire VDI,610000,40000,Diesel,Individual,Manual,Second Owner,8
Hyundai Xcent 1.2 VTVT S,660000,7000,Petrol,Individual,Manual,Second Owner,6
Maruti Wagon R LXI LPG BSIV,220000,80000,LPG,Individual,Manual,Second Owner,13
Nissan Micra Diesel XV Premium,138000,90000,Diesel,Individual,Manual,Second Owner,14
Nissan Micra Diesel XV Premium,210000,13770,Diesel,Individual,Manual,First Owner,12
Maruti Zen LXi - BS III,125000,34000,Petrol,Dealer,Manual,First Owner,20
Maruti Alto LXi BSIII,125000,102000,Petrol,Dealer,Manual,First Owner,17
Honda City i DTEC SV,725000,110000,Diesel,Individual,Manual,First Owner,11
Maruti Alto K10 2010-2014 VXI,170000,90000,Petrol,Individual,Manual,Second Owner,14
Toyota Innova 2.5 VX (Diesel) 7 Seater,1200000,70000,Diesel,Individual,Manual,Third Owner,10
Maruti Wagon R VXI BSIII,70000,90000,Petrol,Individual,Manual,Second Owner,22
Maruti Alto LXi,100000,70000,Petrol,Individual,Manual,Second Owner,18
Honda Civic 1.8 (E) MT,300000,80000,Petrol,Individual,Manual,Second Owner,19
Maruti Swift VDI,450000,100000,Diesel,Individual,Manual,Second Owner,12
Maruti Swift Dzire VDI,530000,100000,Diesel,Individual,Manual,First Owner,10
Maruti Zen Estilo 1.1 LXI BSIII,100000,143000,Petrol,Individual,Manual,Third Owner,18
Honda City 1.5 V MT,350000,115000,Petrol,Individual,Manual,Second Owner,15
Tata Manza ELAN Quadrajet BS IV,165000,100000,Diesel,Individual,Manual,Second Owner,14
Maruti Swift Dzire ZDI,475000,120000,Diesel,Individual,Manual,Second Owner,6
Mahindra Xylo E4 ABS BS IV,350000,42000,Diesel,Individual,Manual,First Owner,12
Renault KWID RXL,229999,38000,Petrol,Individual,Manual,First Owner,9
Honda WR-V i-DTEC VX,800000,35000,Diesel,Individual,Manual,First Owner,7
Maruti Swift Dzire ZDI,475000,120000,Diesel,Individual,Manual,Second Owner,11
Nissan Terrano XL 110 PS,425000,136906,Diesel,Individual,Manual,First Owner,11
Maruti Ciaz VDi Plus,660000,97000,Diesel,Individual,Manual,Second Owner,10
Honda Amaze S CVT Petrol,610000,10000,Petrol,Individual,Automatic,First Owner,6
Honda Brio S MT,240000,50000,Petrol,Individual,Manual,Third Owner,12
Maruti Esteem Lxi,70000,60000,Petrol,Individual,Manual,Second Owner,20
Toyota Corolla Altis Diesel D4DGL,550000,120000,Diesel,Individual,Manual,First Owner,14
Tata Indica Vista Aura 1.2 Safire,100000,120000,Petrol,Individual,Manual,Second Owner,15
Mahindra Bolero SLE,350000,90000,Diesel,Individual,Manual,Second Owner,15
Hyundai EON Era Plus,200000,120000,Petrol,Individual,Manual,First Owner,12
Hyundai Elite i20 Asta Option CVT BSIV,720000,3000,Petrol,Individual,Automatic,First Owner,6
Maruti Ritz VDi,350000,133000,Diesel,Individual,Manual,First Owner,11
Maruti Wagon R VXI BS IV,400000,25000,Petrol,Individual,Manual,First Owner,9
Hyundai i20 Active 1.2 S,570000,35000,Petrol,Individual,Manual,First Owner,8
Maruti Omni MPI STD BSIV,130000,70000,Petrol,Individual,Manual,First Owner,10
Maruti Alto 800 LXI,210000,52000,Petrol,Individual,Manual,First Owner,9
Hyundai Creta 1.4 E Plus,800000,52000,Diesel,Individual,Manual,First Owner,7
Honda Jazz 1.5 E i DTEC,700000,39000,Diesel,Individual,Manual,First Owner,8
Tata Indica Vista Quadrajet VX,200000,28689,Diesel,Individual,Manual,First Owner,14
Tata Aria Pure LX 4x2,495000,90000,Diesel,Individual,Manual,Second Owner,11
Ford Fiesta Classic 1.4 Duratorq CLXI,325000,80322,Diesel,Dealer,Manual,First Owner,11
Ford Freestyle Trend Petrol BSIV,650000,8000,Petrol,Individual,Manual,First Owner,6
Mahindra Jeep MM 775 XDB,155000,50000,Diesel,Individual,Manual,Second Owner,25
Maruti 800 AC BSIII,75000,90000,Petrol,Individual,Manual,Second Owner,18
Hyundai Grand i10 1.2 CRDi Magna,350000,61658,Diesel,Dealer,Manual,First Owner,10
Maruti Zen Estilo LX BSIV,90000,50000,Petrol,Individual,Manual,Third Owner,15
Maruti Ertiga SHVS VDI,600000,80000,Diesel,Individual,Manual,First Owner,9
Mahindra Scorpio SLE BSIII,400000,185000,Diesel,Individual,Manual,First Owner,15
Maruti Swift VDI BSIV,370000,57000,Diesel,Individual,Manual,Second Owner,11
Maruti 800 DX,50000,60000,Petrol,Individual,Manual,First Owner,25
Honda City 1.5 GXI,125000,120000,Petrol,Individual,Manual,Second Owner,21
Honda CR-V Diesel 4WD,1800000,26000,Diesel,Individual,Automatic,First Owner,7
Hyundai Grand i10 1.2 Kappa Magna AT,650000,20000,Petrol,Individual,Automatic,First Owner,6
Maruti Ertiga BSIV VXI AT,800000,30600,Petrol,Individual,Automatic,First Owner,8
Volkswagen Polo 1.0 TSI Highline Plus,802000,5000,Petrol,Individual,Manual,First Owner,5
Audi A4 35 TDI Premium,2300000,35000,Diesel,Individual,Automatic,Third Owner,10
Hyundai Xcent 1.1 CRDi SX,430000,35000,Diesel,Individual,Manual,First Owner,9
Hyundai Verna 1.6 SX VTVT,650000,23000,Petrol,Individual,Manual,First Owner,8
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,170000,120000,Diesel,Individual,Manual,First Owner,21
Skoda Superb Elegance 2.0 TDI CR AT,450000,235000,Diesel,Individual,Automatic,First Owner,14
Maruti Alto 800 LXI,250000,87000,Petrol,Individual,Manual,First Owner,12
Ford Ecosport 1.0 Ecoboost Titanium,550000,72000,Petrol,Individual,Manual,Second Owner,11
Jaguar XF 3.0 Litre S Premium Luxury,2000000,64000,Diesel,Individual,Automatic,Second Owner,12
Maruti Zen Estilo VXI BSIII,140000,100000,Petrol,Individual,Manual,Second Owner,18
Chevrolet Beat LT,155000,12000,Petrol,Individual,Manual,First Owner,13
Hyundai Accent Executive,120000,67000,Petrol,Individual,Manual,Third Owner,15
Toyota Innova 2.5 E 8 STR,287000,70000,Diesel,Individual,Manual,First Owner,13
Maruti Baleno Alpha 1.3,675000,60000,Diesel,Individual,Manual,First Owner,9
Hyundai i10 Magna 1.2 iTech SE,235000,74500,Petrol,Individual,Manual,Second Owner,14
Hyundai i20 1.4 CRDi Asta,300000,118700,Diesel,Individual,Manual,Second Owner,14
Nissan Micra XL CVT,434999,40000,Petrol,Individual,Automatic,Second Owner,10
Mahindra Scorpio VLX AT 2WD BSIII,225000,223660,Diesel,Individual,Automatic,Third Owner,21
Toyota Corolla AE,160000,140000,Petrol,Individual,Manual,Second Owner,19
Hyundai Grand i10 Nios Sportz,600000,5000,Petrol,Individual,Manual,First Owner,5
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,470000,100000,Diesel,Individual,Manual,Second Owner,9
Maruti Swift Dzire VXi,300000,100000,Petrol,Individual,Manual,Second Owner,14
Maruti Baleno Delta 1.2,600000,2000,Petrol,Individual,Manual,First Owner,7
Hyundai Grand i10 Nios AMT Magna,640000,4000,Petrol,Individual,Automatic,First Owner,5
Tata Indica DLS,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,19
Hyundai Verna 1.6 VTVT S,600000,35000,Petrol,Individual,Manual,First Owner,10
Hyundai i10 Magna LPG,290000,29000,LPG,Individual,Manual,First Owner,11
Hyundai Verna 1.6 VTVT S,600000,30000,Petrol,Individual,Manual,First Owner,10
Tata Manza Aqua Quadrajet BS IV,190000,120000,Diesel,Individual,Manual,First Owner,13
